Id,Date,QuantiteFacturee,NumeroFacture,NumLigne,Prix_Vente_TND,Cout_Unitaire_TND,Ventes_Mensuelles_Unites,CA_Mensuel_TND,Profit_Mensuel_TND,Date_Derniere_Vente,ArticleId
1156,2023-01-24 07:28:48,9,FAC894996,76,1613.64,1189.62,396,639001.44,140033.57,2023-01-24 07:28:48,763
1157,2024-03-22 20:51:28,41,FAC912535,16,100.66,59.14,178,17917.48,3515.85,2024-03-22 20:51:28,971
1158,2024-06-01 06:44:00,35,FAC142276,58,588.37,443.42,223,131206.51,35097.77,2024-06-01 06:44:00,682
1159,2023-06-01 19:25:06,27,FAC107312,24,678.93,510.71,104,70608.72,19765.79,2023-06-01 19:25:06,666
1160,2024-08-17 19:22:28,19,FAC675711,47,1464.01,1048.32,394,576819.94,141066.49,2024-08-17 19:22:28,539
1161,2023-08-11 06:48:56,23,FAC277960,84,208.36,144.0,306,63758.16,6777.21,2023-08-11 06:48:56,903
1162,2023-07-27 01:10:17,17,FAC905340,18,356.85,256.89,200,71370.0,9908.36,2023-07-27 01:10:17,224
1163,2024-06-10 02:19:47,14,FAC964278,16,1028.2,687.28,145,149089.0,19747.41,2024-06-10 02:19:47,335
1164,2023-07-12 23:39:59,26,FAC731730,86,1449.44,1035.42,454,658045.76,196533.81,2023-07-12 23:39:59,473
1165,2023-09-05 20:21:51,49,FAC372191,51,1658.62,1046.01,230,381482.6,102765.0,2023-09-05 20:21:51,567
1166,2024-09-10 07:42:55,43,FAC815380,88,1517.24,1003.41,249,377792.76,98290.12,2024-09-10 07:42:55,814
1167,2023-04-12 15:36:27,23,FAC357853,74,637.15,510.91,367,233834.05,55656.88,2023-04-12 15:36:27,65
1168,2024-04-13 05:12:08,24,FAC193787,42,58.83,44.85,499,29356.17,8474.08,2024-04-13 05:12:08,88
1169,2024-03-05 14:02:25,4,FAC412676,19,336.1,193.45,479,160991.9,29190.16,2024-03-05 14:02:25,95
1170,2024-05-28 19:30:15,25,FAC328155,26,413.66,342.07,295,122029.7,34845.43,2024-05-28 19:30:15,60
1171,2023-11-11 18:36:57,24,FAC904093,34,1007.87,746.84,466,469667.42,107908.69,2023-11-11 18:36:57,358
1172,2024-09-04 20:39:37,11,FAC828590,15,89.19,60.32,158,14092.02,3390.02,2024-09-04 20:39:37,258
1173,2024-01-03 15:20:45,40,FAC402575,70,1429.96,939.34,163,233083.48,50247.54,2024-01-03 15:20:45,166
1174,2023-09-17 00:42:35,19,FAC416069,14,1255.74,896.24,162,203429.88,21302.57,2023-09-17 00:42:35,672
1175,2024-10-07 00:26:50,48,FAC953590,02,1236.68,912.34,464,573819.52,150282.13,2024-10-07 00:26:50,764
1176,2024-10-27 13:32:33,21,FAC486191,10,5.78,4.29,73,421.94,54.63,2024-10-27 13:32:33,609
1177,2024-11-26 03:09:15,25,FAC849005,71,59.29,43.38,236,13992.44,3536.31,2024-11-26 03:09:15,859
1178,2024-12-30 09:39:26,25,FAC356972,30,1287.23,866.21,256,329530.88,79938.6,2024-12-30 09:39:26,208
1179,2024-05-04 22:22:52,43,FAC343974,40,1094.67,791.77,364,398459.88,108580.46,2024-05-04 22:22:52,998
1180,2023-02-13 21:37:33,36,FAC960026,16,262.63,188.23,51,13394.13,2212.31,2023-02-13 21:37:33,212
1181,2023-11-16 05:48:28,49,FAC906048,20,879.19,717.27,305,268152.95,49372.92,2023-11-16 05:48:28,547
1182,2023-06-01 00:28:09,32,FAC545106,16,300.02,234.79,463,138909.26,30149.08,2023-06-01 00:28:09,384
1183,2023-07-29 20:19:41,21,FAC880622,98,634.66,394.53,332,210707.12,35270.69,2023-07-29 20:19:41,948
1184,2023-04-01 15:16:34,8,FAC570852,64,839.92,584.13,444,372924.48,42987.75,2023-04-01 15:16:34,10
1185,2024-06-20 20:05:28,22,FAC490191,98,1745.17,1247.63,118,205930.06,30239.19,2024-06-20 20:05:28,975
1186,2023-03-13 08:30:36,37,FAC372207,20,265.87,168.19,100,26587.0,4473.88,2023-03-13 08:30:36,29
1187,2023-11-06 09:55:24,25,FAC804062,77,1603.58,1082.87,377,604549.66,65970.21,2023-11-06 09:55:24,42
1188,2023-07-18 09:29:06,30,FAC260965,38,1850.54,1305.74,425,786479.5,138947.71,2023-07-18 09:29:06,789
1189,2023-05-18 12:30:03,19,FAC487775,99,1164.53,911.3,427,497254.31,133520.32,2023-05-18 12:30:03,947
1190,2023-06-14 11:52:27,18,FAC138460,46,1168.78,934.26,286,334271.08,64752.57,2023-06-14 11:52:27,974
1191,2023-05-14 01:46:18,5,FAC164116,65,761.22,578.25,63,47956.86,9214.36,2023-05-14 01:46:18,242
1192,2023-05-22 07:44:42,30,FAC891358,84,1288.97,947.98,246,317086.62,82791.89,2023-05-22 07:44:42,47
1193,2023-06-01 10:17:08,31,FAC604526,86,1962.38,1457.72,378,741779.64,185836.34,2023-06-01 10:17:08,586
1194,2023-12-23 19:16:44,47,FAC421803,30,1224.74,902.69,100,122474.0,24168.43,2023-12-23 19:16:44,167
1195,2023-08-09 01:19:31,34,FAC410909,10,1740.16,1460.84,145,252323.2,70078.59,2023-08-09 01:19:31,340
1196,2023-07-26 21:01:17,20,FAC804348,24,1472.44,993.9,216,318047.04,76692.45,2023-07-26 21:01:17,483
1197,2023-10-10 00:06:40,25,FAC372168,99,1611.54,1323.05,338,544700.52,73290.36,2023-10-10 00:06:40,734
1198,2024-07-28 22:15:47,49,FAC254665,58,647.94,414.6,320,207340.8,37438.56,2024-07-28 22:15:47,635
1199,2023-06-07 23:23:08,12,FAC147912,58,787.82,604.94,476,375002.32,60019.68,2023-06-07 23:23:08,516
1200,2024-11-07 17:30:57,27,FAC784408,49,1045.26,651.17,119,124385.94,12694.47,2024-11-07 17:30:57,603
1201,2024-12-26 11:18:27,44,FAC975387,91,157.11,121.87,294,46190.34,13354.51,2024-12-26 11:18:27,962
1202,2023-03-07 06:51:22,14,FAC520360,61,66.7,41.07,156,10405.2,2552.66,2023-03-07 06:51:22,381
1203,2023-03-23 18:03:22,27,FAC328472,68,37.03,21.89,233,8627.99,1904.62,2023-03-23 18:03:22,543
1204,2023-09-21 17:22:18,28,FAC154649,53,461.15,285.39,477,219968.55,42901.94,2023-09-21 17:22:18,515
1205,2024-11-21 19:46:38,43,FAC648736,51,884.17,576.17,458,404949.86,61815.29,2024-11-21 19:46:38,703
1206,2023-08-16 14:26:03,38,FAC450862,48,1951.04,1149.61,140,273145.6,30457.61,2023-08-16 14:26:03,951
1207,2024-01-07 07:31:16,50,FAC126633,88,386.26,285.32,53,20471.78,3467.32,2024-01-07 07:31:16,824
1208,2023-05-10 11:31:25,34,FAC597303,26,328.25,191.94,359,117841.75,29979.01,2023-05-10 11:31:25,877
1209,2024-05-05 17:10:00,37,FAC443274,77,955.02,705.58,92,87861.84,25602.82,2024-05-05 17:10:00,953
1210,2023-05-20 12:34:47,29,FAC429536,25,599.51,398.44,181,108511.31,27703.19,2023-05-20 12:34:47,632
1211,2023-10-22 00:58:14,44,FAC160579,95,822.91,614.73,214,176102.74,32103.31,2023-10-22 00:58:14,104
1212,2024-01-28 18:19:04,31,FAC455468,45,1917.33,1290.67,287,550273.71,110033.99,2024-01-28 18:19:04,558
1213,2024-11-29 10:53:17,17,FAC838683,04,222.04,187.73,485,107689.4,12426.81,2024-11-29 10:53:17,906
1214,2023-02-27 22:32:22,16,FAC986128,24,847.22,579.34,319,270263.18,41062.27,2023-02-27 22:32:22,23
1215,2024-04-29 16:57:25,31,FAC236564,59,1673.71,1186.48,256,428469.76,107081.38,2024-04-29 16:57:25,136
1216,2023-04-06 13:11:30,47,FAC283963,83,162.21,112.8,80,12976.8,3130.44,2023-04-06 13:11:30,174
1217,2023-08-01 03:09:11,10,FAC976522,60,526.17,414.27,104,54721.68,13807.12,2023-08-01 03:09:11,345
1218,2024-05-13 09:48:26,24,FAC226554,63,571.71,417.91,300,171513.0,31761.68,2024-05-13 09:48:26,256
1219,2024-12-01 15:54:19,7,FAC265270,79,238.84,167.21,79,18868.36,4828.18,2024-12-01 15:54:19,536
1220,2024-05-28 02:59:23,35,FAC679324,52,1696.46,1096.5,197,334202.62,51347.22,2024-05-28 02:59:23,737
1221,2023-08-12 21:48:19,37,FAC208596,55,1304.87,1003.86,66,86121.42,15067.75,2023-08-12 21:48:19,568
1222,2024-03-31 15:41:05,38,FAC287874,24,902.39,793.14,349,314934.11,85440.23,2024-03-31 15:41:05,841
1223,2023-05-15 18:49:23,2,FAC696261,71,1021.37,649.96,432,441231.84,80587.35,2023-05-15 18:49:23,538
1224,2023-12-09 11:28:37,1,FAC516830,35,547.13,392.31,186,101766.18,13929.44,2023-12-09 11:28:37,112
1225,2023-09-09 01:02:45,32,FAC126500,10,1475.63,989.22,81,119526.03,22047.84,2023-09-09 01:02:45,659
1226,2024-05-21 06:41:47,29,FAC326531,11,806.34,612.08,438,353176.92,36682.85,2024-05-21 06:41:47,781
1227,2023-10-19 00:06:58,26,FAC141248,44,1822.18,1343.57,278,506566.04,140530.94,2023-10-19 00:06:58,957
1228,2023-10-07 17:22:37,44,FAC307916,27,902.98,793.14,66,59596.68,9430.64,2023-10-07 17:22:37,841
1229,2024-10-25 08:57:55,12,FAC393247,49,851.56,648.0,284,241843.04,33061.87,2024-10-25 08:57:55,138
1230,2023-02-17 12:01:02,37,FAC561970,21,967.02,661.55,107,103471.14,28206.76,2023-02-17 12:01:02,541
1231,2023-09-03 12:14:24,37,FAC353405,72,182.34,126.79,277,50508.18,9427.16,2023-09-03 12:14:24,660
1232,2023-07-22 19:04:51,1,FAC517017,97,1166.15,879.14,338,394158.7,41978.79,2023-07-22 19:04:51,671
1233,2024-05-20 13:55:17,21,FAC745694,94,375.9,287.49,130,48867.0,13496.83,2024-05-20 13:55:17,985
1234,2024-09-10 23:59:29,40,FAC832829,78,589.98,376.94,331,195283.38,32223.71,2024-09-10 23:59:29,534
1235,2024-10-27 08:46:49,15,FAC834752,21,1812.72,1039.6,165,299098.8,37520.18,2024-10-27 08:46:49,677
1236,2024-01-08 21:50:35,49,FAC267840,74,1546.36,1119.72,326,504113.36,137237.7,2024-01-08 21:50:35,485
1237,2024-12-13 13:36:01,8,FAC150077,39,1079.63,785.14,163,175979.69,29848.33,2024-12-13 13:36:01,916
1238,2023-02-07 20:08:40,50,FAC970784,56,491.37,311.91,269,132178.53,14790.77,2023-02-07 20:08:40,608
1239,2023-12-28 14:14:57,46,FAC964092,22,275.21,190.09,252,69352.92,15894.05,2023-12-28 14:14:57,195
1240,2023-07-22 00:09:24,30,FAC473185,27,2094.13,1412.62,333,697345.29,159625.3,2023-07-22 00:09:24,868
1241,2024-07-28 21:24:01,38,FAC714868,48,1528.43,1035.88,369,563990.67,140875.68,2024-07-28 21:24:01,498
1242,2023-03-01 04:50:16,2,FAC672660,56,1148.5,829.21,50,57425.0,11550.07,2023-03-01 04:50:16,63
1243,2024-07-16 12:24:13,20,FAC481039,97,1116.47,779.65,264,294748.08,73579.95,2024-07-16 12:24:13,352
1244,2023-04-19 23:38:35,27,FAC672145,02,1967.44,1264.67,61,120013.84,16073.36,2023-04-19 23:38:35,153
1245,2023-11-11 04:27:46,43,FAC983325,22,1931.09,1365.26,102,196971.18,41956.62,2023-11-11 04:27:46,39
1246,2024-12-03 05:26:28,39,FAC489444,39,994.06,678.36,145,144138.7,36658.72,2024-12-03 05:26:28,190
1247,2024-07-30 22:32:34,16,FAC700228,05,1660.8,1189.83,193,320534.4,48660.2,2024-07-30 22:32:34,198
1248,2024-02-20 14:28:38,38,FAC301775,32,1645.95,1338.19,130,213973.5,36311.13,2024-02-20 14:28:38,5
1249,2024-12-30 22:34:41,14,FAC170501,06,285.25,229.84,135,38508.75,5735.33,2024-12-30 22:34:41,843
1250,2023-08-28 15:34:29,10,FAC460765,08,843.79,579.34,383,323171.57,84371.09,2023-08-28 15:34:29,23
1251,2024-08-01 11:39:08,8,FAC454046,37,1744.19,1108.22,423,737792.37,107163.17,2024-08-01 11:39:08,422
1252,2024-09-27 08:04:01,22,FAC337016,52,624.11,367.9,399,249019.89,69599.17,2024-09-27 08:04:01,661
1253,2024-12-16 07:07:18,38,FAC398673,89,380.87,264.52,333,126829.71,33192.25,2024-12-16 07:07:18,161
1254,2024-05-05 19:33:03,14,FAC302111,21,169.85,107.12,436,74054.6,18895.25,2024-05-05 19:33:03,52
1255,2023-01-11 06:55:43,19,FAC720857,55,2025.21,1512.69,251,508327.71,144277.27,2023-01-11 06:55:43,122
1256,2023-11-23 18:45:31,9,FAC691743,96,1257.03,860.58,325,408534.75,43031.15,2023-11-23 18:45:31,402
1257,2023-03-30 17:26:11,48,FAC232461,35,1965.03,1457.72,380,746711.4,109093.26,2023-03-30 17:26:11,586
1258,2023-10-21 07:20:41,49,FAC160326,57,1794.44,1382.39,132,236866.08,65361.01,2023-10-21 07:20:41,120
1259,2023-07-08 05:38:55,50,FAC741443,77,1576.92,1292.89,356,561383.52,100243.09,2023-07-08 05:38:55,326
1260,2024-12-10 06:03:51,40,FAC354517,64,21.95,14.3,78,1712.1,211.58,2024-12-10 06:03:51,964
1261,2024-04-16 13:50:02,26,FAC716560,48,840.32,615.25,296,248734.72,47746.41,2024-04-16 13:50:02,401
1262,2024-11-15 06:08:08,18,FAC724214,35,1637.7,1268.83,57,93348.9,16502.79,2024-11-15 06:08:08,959
1263,2024-09-12 14:03:35,42,FAC458505,80,134.2,98.8,154,20666.8,5793.68,2024-09-12 14:03:35,885
1264,2024-02-08 00:29:18,7,FAC179705,90,623.4,458.59,142,88522.8,15854.84,2024-02-08 00:29:18,501
1265,2024-04-09 06:19:56,15,FAC520250,17,1715.87,1205.99,240,411808.8,60298.62,2024-04-09 06:19:56,360
1266,2023-10-27 15:02:26,28,FAC258486,86,1546.26,984.89,190,293789.4,57198.01,2023-10-27 15:02:26,170
1267,2023-01-07 22:55:07,33,FAC207883,19,1716.01,1053.22,254,435866.54,65543.39,2023-01-07 22:55:07,368
1268,2023-03-02 05:12:00,45,FAC570358,99,1796.79,1305.74,367,659421.93,122088.47,2023-03-02 05:12:00,789
1269,2023-12-07 00:38:13,15,FAC791897,95,1581.22,1271.97,342,540777.24,118223.8,2023-12-07 00:38:13,173
1270,2023-09-29 20:24:12,35,FAC383621,08,1627.22,1189.56,211,343343.42,94389.22,2023-09-29 20:24:12,952
1271,2023-03-21 12:24:46,13,FAC824653,30,1747.54,1294.38,104,181744.16,20456.93,2023-03-21 12:24:46,993
1272,2024-11-30 08:31:18,22,FAC320079,93,1141.64,786.45,212,242027.68,28757.11,2024-11-30 08:31:18,418
1273,2023-09-05 07:47:58,50,FAC414061,31,1769.57,1337.72,347,614040.79,139982.54,2023-09-05 07:47:58,182
1274,2023-04-18 19:17:30,43,FAC608679,76,380.59,278.65,314,119505.26,32298.74,2023-04-18 19:17:30,992
1275,2023-03-05 05:20:36,30,FAC233011,48,986.1,731.56,183,180456.3,34869.13,2023-03-05 05:20:36,185
1276,2023-02-04 06:04:56,45,FAC197962,65,308.79,202.42,490,151307.1,19103.8,2023-02-04 06:04:56,900
1277,2024-12-07 15:25:08,35,FAC936653,87,1565.52,1309.98,469,734228.88,110776.39,2024-12-07 15:25:08,462
1278,2024-08-14 12:07:55,21,FAC719394,24,1913.69,1264.67,326,623862.94,161108.48,2024-08-14 12:07:55,153
1279,2023-05-26 10:31:33,48,FAC669095,62,928.24,588.98,53,49196.72,7896.18,2023-05-26 10:31:33,191
1280,2023-05-09 04:53:40,32,FAC969809,74,102.03,76.2,302,30813.06,6988.69,2023-05-09 04:53:40,683
1281,2024-09-04 23:48:06,13,FAC278421,76,1719.96,1206.03,500,859980.0,126327.31,2024-09-04 23:48:06,946
1282,2024-05-11 05:25:54,38,FAC475357,80,1238.43,809.42,270,334376.1,57130.84,2024-05-11 05:25:54,880
1283,2023-03-29 15:07:07,4,FAC797840,38,1778.09,1520.78,289,513868.01,125015.01,2023-03-29 15:07:07,825
1284,2023-02-16 15:56:00,28,FAC627912,46,5.15,4.29,316,1627.4,271.3,2023-02-16 15:56:00,609
1285,2024-11-21 04:02:07,48,FAC667789,22,798.89,595.25,148,118235.72,31439.88,2024-11-21 04:02:07,154
1286,2023-07-25 06:24:53,50,FAC601036,18,1285.66,911.36,273,350985.18,84980.63,2023-07-25 06:24:53,794
1287,2023-04-20 12:36:55,26,FAC379052,51,2082.15,1332.79,59,122846.85,30457.57,2023-04-20 12:36:55,38
1288,2023-01-29 11:52:55,31,FAC480017,40,1472.0,1149.97,349,513728.0,131403.26,2023-01-29 11:52:55,802
1289,2024-04-25 09:15:02,14,FAC872919,48,1320.07,844.25,376,496346.32,136484.9,2024-04-25 09:15:02,435
1290,2024-08-15 12:44:23,6,FAC266748,23,1986.33,1394.02,250,496582.5,66420.19,2024-08-15 12:44:23,871
1291,2024-04-24 22:14:20,12,FAC659188,24,1602.17,1014.25,54,86517.18,21715.5,2024-04-24 22:14:20,619
1292,2024-01-28 10:38:06,23,FAC525443,22,1512.62,1119.69,389,588409.18,168735.3,2024-01-28 10:38:06,103
1293,2023-05-08 07:48:52,49,FAC679307,53,340.43,197.31,203,69107.29,13091.99,2023-05-08 07:48:52,552
1294,2024-12-24 11:12:37,13,FAC777504,02,394.11,267.07,178,70151.58,19373.23,2024-12-24 11:12:37,15
1295,2024-05-17 19:07:48,6,FAC357618,36,1386.98,836.87,136,188629.28,48776.47,2024-05-17 19:07:48,863
1296,2023-08-11 01:53:24,6,FAC112000,02,1650.93,1184.96,343,566268.99,76446.67,2023-08-11 01:53:24,151
1297,2023-08-05 03:13:38,39,FAC971865,89,936.21,607.5,263,246223.23,44045.35,2023-08-05 03:13:38,253
1298,2023-04-16 22:57:32,29,FAC375016,44,485.51,404.57,259,125747.09,22596.8,2023-04-16 22:57:32,223
1299,2023-11-01 16:11:34,4,FAC294103,09,1732.91,1007.18,234,405500.94,75448.2,2023-11-01 16:11:34,108
1300,2024-05-13 09:00:36,31,FAC852014,30,1805.03,1352.89,381,687716.43,74182.34,2024-05-13 09:00:36,111
1301,2023-06-23 02:00:03,40,FAC702848,29,145.5,120.63,427,62128.5,15659.59,2023-06-23 02:00:03,613
1302,2023-05-12 17:11:54,16,FAC286265,18,154.91,120.63,152,23546.32,4891.72,2023-05-12 17:11:54,613
1303,2024-07-02 00:31:40,11,FAC720637,29,1134.87,921.5,287,325707.69,38671.02,2024-07-02 00:31:40,650
1304,2023-02-22 14:34:23,25,FAC122300,68,1072.22,615.23,405,434249.1,47487.48,2023-02-22 14:34:23,343
1305,2024-03-25 13:53:53,10,FAC519403,36,139.21,110.79,387,53874.27,5789.03,2024-03-25 13:53:53,637
1306,2023-05-12 18:38:21,26,FAC971317,08,361.01,288.53,400,144404.0,36053.7,2023-05-12 18:38:21,749
1307,2024-07-28 16:07:54,31,FAC395048,28,649.36,413.9,495,321433.2,40487.67,2024-07-28 16:07:54,594
1308,2023-12-21 22:18:05,46,FAC700249,42,259.56,200.05,231,59958.36,6119.63,2023-12-21 22:18:05,351
1309,2024-05-27 09:39:50,15,FAC194509,57,277.63,190.09,152,42199.76,6510.38,2024-05-27 09:39:50,195
1310,2024-06-25 18:53:08,28,FAC216731,27,966.37,681.6,488,471588.56,68185.24,2024-06-25 18:53:08,724
1311,2023-06-15 16:56:50,13,FAC931063,80,1801.54,1108.22,108,194566.32,19940.36,2023-06-15 16:56:50,422
1312,2024-06-29 12:20:09,17,FAC414227,18,1440.69,1189.56,97,139746.93,40945.78,2024-06-29 12:20:09,952
1313,2024-04-05 14:56:37,13,FAC956820,37,1656.94,1007.01,249,412578.06,70052.95,2024-04-05 14:56:37,44
1314,2023-01-23 07:16:55,8,FAC586457,61,14.78,8.32,150,2217.0,425.56,2023-01-23 07:16:55,469
1315,2023-09-02 04:41:03,43,FAC540636,97,598.54,376.94,317,189737.18,32711.15,2023-09-02 04:41:03,534
1316,2024-01-07 03:57:51,3,FAC363200,78,1838.24,1325.86,404,742648.96,105222.7,2024-01-07 03:57:51,607
1317,2024-05-27 16:44:05,19,FAC549384,09,87.28,60.32,73,6371.44,1680.52,2024-05-27 16:44:05,258
1318,2023-10-30 21:14:41,31,FAC677219,57,47.66,33.35,224,10675.84,1281.29,2023-10-30 21:14:41,834
1319,2023-12-04 12:34:15,2,FAC749826,79,813.39,591.44,477,387987.03,104464.03,2023-12-04 12:34:15,359
1320,2023-12-31 07:39:33,37,FAC143176,22,1136.85,958.9,203,230780.55,55264.24,2023-12-31 07:39:33,286
1321,2024-07-13 03:44:14,19,FAC908971,35,611.76,416.24,277,169457.52,27372.56,2024-07-13 03:44:14,413
1322,2023-02-01 08:23:13,5,FAC462126,55,1816.95,1075.94,136,247105.2,35534.93,2023-02-01 08:23:13,21
1323,2024-03-31 15:34:38,50,FAC507603,74,1121.02,884.54,150,168153.0,33663.66,2024-03-31 15:34:38,470
1324,2024-04-15 02:34:10,17,FAC273547,46,1738.0,1368.42,439,762982.0,228502.92,2024-04-15 02:34:10,913
1325,2024-07-20 19:46:25,19,FAC496886,98,1522.51,984.89,239,363879.89,90632.09,2024-07-20 19:46:25,170
1326,2023-09-03 19:13:25,9,FAC821645,60,1866.88,1375.35,340,634739.2,68737.49,2023-09-03 19:13:25,40
1327,2024-08-22 12:54:00,12,FAC379152,09,193.54,148.84,272,52642.88,12991.65,2024-08-22 12:54:00,557
1328,2024-09-26 19:43:26,42,FAC338169,65,1773.79,1226.65,51,90463.29,19822.68,2024-09-26 19:43:26,405
1329,2024-03-18 13:51:06,22,FAC380931,23,123.78,79.05,210,25993.8,5103.67,2024-03-18 13:51:06,434
1330,2023-07-03 14:28:42,6,FAC918130,76,144.7,101.48,192,27782.4,4080.99,2023-07-03 14:28:42,621
1331,2024-09-19 23:18:58,39,FAC918950,29,1337.58,970.51,458,612611.64,65243.31,2024-09-19 23:18:58,507
1332,2024-07-30 09:16:24,31,FAC152335,40,735.83,535.42,184,135392.72,31735.01,2024-07-30 09:16:24,513
1333,2024-11-10 07:12:57,32,FAC198422,38,389.17,258.41,375,145938.75,26577.35,2024-11-10 07:12:57,299
1334,2024-02-17 05:41:30,15,FAC322590,59,1302.0,914.07,317,412734.0,62894.39,2024-02-17 05:41:30,232
1335,2024-08-19 03:12:44,4,FAC888992,58,615.27,466.58,242,148895.34,17341.97,2024-08-19 03:12:44,684
1336,2024-04-25 18:28:42,42,FAC368862,54,1292.2,921.5,229,295913.8,81581.68,2024-04-25 18:28:42,650
1337,2023-11-27 12:32:43,30,FAC345199,52,1218.63,1021.76,498,606877.74,107745.01,2023-11-27 12:32:43,908
1338,2024-10-25 18:47:57,36,FAC791139,39,283.9,177.62,450,127755.0,14491.09,2024-10-25 18:47:57,218
1339,2023-06-14 06:15:18,45,FAC882808,78,1563.21,1108.22,240,375170.4,98780.6,2023-06-14 06:15:18,422
1340,2023-08-27 15:37:57,37,FAC598469,90,603.48,405.87,80,48278.4,6268.01,2023-08-27 15:37:57,658
1341,2024-12-05 15:27:57,11,FAC642138,40,371.11,289.5,106,39337.66,4021.04,2024-12-05 15:27:57,654
1342,2023-01-14 06:36:05,22,FAC978316,72,54.1,43.38,282,15256.2,3508.35,2023-01-14 06:36:05,859
1343,2023-09-11 17:15:36,25,FAC889471,55,1455.9,1097.0,170,247503.0,42735.89,2023-09-11 17:15:36,209
1344,2024-09-11 04:51:25,3,FAC360024,57,150.07,121.11,68,10204.76,1485.6,2024-09-11 04:51:25,30
1345,2023-03-09 15:09:01,18,FAC321536,04,1392.99,993.04,353,491725.47,99249.48,2023-03-09 15:09:01,702
1346,2023-03-10 19:40:22,26,FAC123334,52,1473.38,1138.73,275,405179.5,94477.48,2023-03-10 19:40:22,450
1347,2023-04-11 14:37:32,31,FAC242228,24,22.79,13.87,111,2529.69,530.22,2023-04-11 14:37:32,338
1348,2023-05-09 07:27:01,48,FAC598466,74,558.92,390.22,260,145319.2,40336.32,2023-05-09 07:27:01,765
1349,2023-10-22 21:55:37,42,FAC908554,66,1798.58,1382.39,91,163670.78,36475.94,2023-10-22 21:55:37,120
1350,2024-10-13 06:02:00,29,FAC328621,65,146.73,103.5,309,45339.57,8441.39,2024-10-13 06:02:00,689
1351,2024-12-11 14:31:50,49,FAC148958,50,1072.96,674.73,356,381973.76,99950.17,2024-12-11 14:31:50,904
1352,2024-02-13 20:45:02,31,FAC419480,88,583.31,438.64,343,200075.33,36602.18,2024-02-13 20:45:02,126
1353,2024-11-11 18:11:45,11,FAC989000,65,1637.7,1066.05,405,663268.5,148295.87,2024-11-11 18:11:45,34
1354,2024-10-25 18:59:56,49,FAC984824,41,1895.64,1237.59,254,481492.56,50467.2,2024-10-25 18:59:56,59
1355,2023-09-26 03:35:55,41,FAC767733,39,910.25,676.38,61,55525.25,14923.44,2023-09-26 03:35:55,431
1356,2023-02-17 06:59:03,37,FAC577533,08,787.67,522.05,474,373355.58,46142.88,2023-02-17 06:59:03,301
1357,2024-09-02 15:25:13,17,FAC834169,98,1133.25,756.86,337,381905.25,70468.2,2024-09-02 15:25:13,94
1358,2023-09-07 19:59:47,5,FAC564290,04,44.56,31.66,255,11362.8,2687.97,2023-09-07 19:59:47,902
1359,2023-10-18 02:33:49,27,FAC899577,09,1638.09,1275.96,145,237523.05,63605.63,2023-10-18 02:33:49,830
1360,2023-09-19 06:19:09,26,FAC809011,02,836.39,579.34,345,288554.55,82580.42,2023-09-19 06:19:09,23
1361,2024-09-14 05:38:44,31,FAC285924,99,53.48,36.7,464,24814.72,5361.05,2024-09-14 05:38:44,378
1362,2024-05-12 19:25:26,33,FAC694175,69,899.06,513.36,91,81814.46,19192.1,2024-05-12 19:25:26,798
1363,2024-01-01 13:10:10,11,FAC836549,42,1382.6,997.29,337,465936.2,60936.86,2024-01-01 13:10:10,986
1364,2024-08-16 05:58:58,50,FAC194830,59,1767.74,1394.02,461,814928.14,119530.47,2024-08-16 05:58:58,871
1365,2023-01-30 13:37:36,48,FAC962305,40,1509.79,947.98,53,80018.87,16546.2,2023-01-30 13:37:36,47
1366,2024-07-15 08:46:24,40,FAC265397,04,1622.95,1108.22,257,417098.15,90703.19,2024-07-15 08:46:24,422
1367,2024-12-16 11:26:41,14,FAC797165,31,1193.96,899.93,352,420273.92,87043.96,2024-12-16 11:26:41,849
1368,2024-08-23 17:59:12,6,FAC417180,88,1057.17,692.93,171,180776.07,52701.33,2024-08-23 17:59:12,342
1369,2023-12-23 07:40:16,41,FAC476221,73,1406.61,1077.96,59,82989.99,10173.82,2023-12-23 07:40:16,636
1370,2024-01-13 08:43:37,40,FAC498858,77,516.62,309.74,280,144653.6,15240.24,2024-01-13 08:43:37,930
1371,2024-03-11 01:35:43,12,FAC560523,25,270.85,227.23,224,60670.4,16011.23,2024-03-11 01:35:43,327
1372,2024-07-19 00:05:57,1,FAC384745,30,597.64,395.68,360,215150.4,44342.58,2024-07-19 00:05:57,35
1373,2023-09-14 12:27:20,36,FAC790685,32,1237.81,721.47,430,532258.3,135808.24,2023-09-14 12:27:20,611
1374,2023-05-13 09:40:03,4,FAC811243,95,1256.99,955.98,450,565645.5,155163.94,2023-05-13 09:40:03,757
1375,2023-09-15 01:30:00,5,FAC594378,65,82.9,61.11,325,26942.5,3295.85,2023-09-15 01:30:00,733
1376,2023-11-22 16:28:50,1,FAC384247,85,272.41,176.38,242,65923.22,19168.47,2023-11-22 16:28:50,350
1377,2024-09-08 00:37:50,15,FAC653337,75,1360.37,914.07,225,306083.25,84664.35,2024-09-08 00:37:50,232
1378,2023-03-05 22:00:55,49,FAC782089,33,1896.3,1401.88,76,144118.8,17379.46,2023-03-05 22:00:55,282
1379,2024-09-17 14:23:28,50,FAC991207,84,1462.23,944.72,420,614136.6,142254.89,2024-09-17 14:23:28,445
