Id,QuantitePhysique,StockMin,VenteFFO,LivreFou,Transfert,AnnonceTrf,Valeur_Stock_TND,ArticleId
660,95,38,26,71,8,15,34880.2,440
661,929,99,34,64,7,12,1130332.88,292
662,508,60,23,97,17,22,230814.88,18
663,463,38,36,3,12,24,626388.07,111
664,457,57,30,72,3,20,362515.25,238
665,340,28,40,10,3,17,248115.0,319
666,212,72,37,31,2,4,23913.6,174
667,631,70,33,92,18,24,262647.44,413
668,60,73,16,52,9,23,21955.2,239
669,854,29,2,41,18,19,873701.78,346
670,892,10,17,88,6,24,523345.32,417
671,813,72,34,63,10,30,16170.57,576
672,241,51,29,90,15,16,210564.11,668
673,879,20,6,54,2,12,204288.39,569
674,775,11,10,66,3,5,867356.75,131
675,448,24,2,54,15,5,314997.76,203
676,822,77,31,17,17,13,45218.22,642
677,9,47,7,55,9,23,10861.2,409
678,901,96,17,66,10,19,241639.19,945
679,380,82,41,21,4,9,183897.2,911
680,701,36,39,91,11,16,117214.21,536
681,257,70,29,26,10,29,195600.13,620
682,737,27,10,67,15,0,287592.14,765
683,426,32,9,60,2,0,550771.14,326
684,718,34,12,88,3,17,496970.88,320
685,338,22,3,79,14,19,298974.52,470
686,68,54,40,71,7,11,17987.36,161
687,14,34,17,36,13,18,16248.4,644
688,313,57,39,98,12,29,263279.95,747
689,574,79,41,84,6,2,770141.54,261
690,156,23,46,27,8,5,206834.16,607
691,577,23,8,66,18,20,370462.85,270
692,392,52,36,98,18,19,355104.96,785
693,989,88,42,60,6,5,385897.91,284
694,802,39,13,11,19,4,1146571.28,3
695,168,70,0,41,2,28,95820.48,147
696,53,27,32,56,13,21,57315.26,994
697,334,48,32,97,3,7,376618.4,484
698,402,58,49,49,15,11,345567.24,574
699,858,76,20,67,2,28,593873.28,320
700,862,37,10,81,8,22,656059.58,620
701,860,65,35,56,15,22,490509.6,147
702,256,97,7,71,13,20,4935.68,808
703,182,13,23,59,11,23,65252.46,357
704,218,88,35,24,12,11,184046.5,435
705,955,11,12,56,11,16,742111.4,184
706,5,85,19,42,3,29,5316.25,200
707,937,42,32,1,19,8,34387.9,378
708,662,45,41,61,12,1,261940.16,35
709,721,42,17,80,1,18,245558.18,713
710,31,70,38,80,14,15,32299.52,844
711,484,92,48,69,3,1,149512.44,178
712,29,88,45,19,5,27,36697.18,379
713,134,20,26,15,1,14,176629.42,872
714,727,17,20,12,17,8,160536.14,653
715,198,93,39,94,0,10,63229.32,874
716,688,50,45,21,18,23,590056.32,858
717,375,76,0,85,12,13,363926.25,967
718,683,95,3,8,6,26,585768.12,858
719,513,28,46,34,2,5,205836.12,780
720,45,45,38,25,16,13,7131.6,455
721,650,10,19,35,17,11,200791.5,178
722,349,69,36,89,2,18,346194.04,121
723,474,21,7,11,5,23,334444.92,953
724,190,50,37,80,0,24,201432.3,89
725,807,11,13,81,11,14,91029.6,174
726,898,41,19,87,20,30,1139023.2,84
727,885,34,47,96,4,9,460005.3,924
728,388,100,18,22,8,4,444810.96,55
729,323,62,14,24,8,28,98395.49,579
730,181,47,16,89,14,8,47012.94,205
731,501,55,37,46,11,24,96918.45,95
732,535,67,40,87,5,1,217140.45,658
733,854,84,24,19,17,18,224935.06,973
734,719,65,22,82,9,6,712737.51,216
735,716,74,35,95,8,2,143235.8,351
736,791,36,16,27,14,8,76236.58,526
737,944,24,33,84,20,5,259099.68,33
738,143,69,37,41,11,18,103110.15,487
739,674,85,2,41,3,20,537359.98,387
740,890,11,10,53,15,10,937365.8,368
741,663,22,11,45,9,5,274661.01,345
742,559,33,48,2,14,25,469101.62,479
743,467,85,36,88,13,23,186071.48,632
744,484,41,16,92,11,19,584091.2,409
745,494,96,25,38,1,29,505396.58,346
746,239,74,6,53,13,24,38823.16,899
747,976,83,25,75,0,5,1019773.6,276
748,170,48,38,89,16,6,43911.0,525
749,995,82,48,17,4,21,1241391.85,975
750,807,16,5,39,4,25,559194.51,342
751,469,60,10,58,0,21,120650.25,355
752,205,32,19,39,2,5,191576.6,152
753,878,36,27,11,7,4,507703.5,242
754,568,57,0,61,5,11,564046.72,702
755,482,80,43,50,6,29,539690.58,103
756,684,58,29,90,7,24,771278.4,484
757,98,59,8,40,4,12,96448.66,939
758,334,46,43,93,13,19,395365.82,792
759,546,19,22,62,18,0,256226.88,404
760,906,87,11,98,7,11,498843.6,228
761,348,74,0,78,19,24,204888.48,371
762,936,19,41,29,4,15,999975.6,408
763,45,37,19,55,2,10,57789.45,193
764,669,33,27,19,9,9,23823.09,394
765,691,71,2,33,13,5,591896.78,397
766,407,97,33,13,14,25,117350.31,168
767,354,97,46,12,20,27,243325.44,85
768,822,11,10,40,4,18,350081.58,415
769,393,97,29,1,15,20,106986.39,520
770,686,61,27,98,1,9,764334.34,983
771,264,91,7,77,14,16,300574.56,436
772,799,70,45,42,17,11,301750.34,382
773,804,32,27,68,12,27,908447.64,115
774,81,29,0,43,18,8,94298.58,691
775,527,88,46,58,13,1,370544.24,203
776,288,15,7,62,14,11,289437.12,476
777,910,86,43,47,8,13,97479.2,52
778,691,47,49,3,17,8,706941.37,346
779,300,55,26,2,14,10,233124.0,184
780,651,14,38,14,11,23,403242.42,305
781,544,60,15,22,2,17,725037.76,38
782,129,28,40,63,13,28,39854.55,97
783,353,68,44,79,7,29,494863.64,282
784,925,77,36,58,1,2,1058949.25,846
785,381,14,9,77,20,25,261853.68,335
786,103,58,32,92,2,10,69497.19,904
787,652,48,27,51,0,5,25467.12,950
788,764,42,46,83,2,26,713774.64,974
789,443,24,50,24,18,8,269530.06,935
790,630,75,34,31,1,11,582825.6,311
791,484,37,48,55,8,23,87584.64,588
792,796,33,17,64,1,19,872798.08,706
793,931,33,43,36,8,0,1123530.8,409
794,212,12,50,53,4,8,124382.52,417
795,473,86,50,81,10,3,27050.87,274
796,230,12,45,41,7,2,179841.6,227
797,294,87,29,75,13,20,324367.26,627
798,336,79,24,60,17,0,510142.08,610
799,348,50,22,56,4,14,271318.2,352
800,760,73,13,68,5,21,991830.4,875
801,261,61,2,84,18,30,288874.8,400
802,646,72,35,44,2,6,308387.48,81
803,542,57,19,37,10,14,561148.86,766
804,478,13,9,79,18,5,556478.04,691
805,360,82,27,53,0,24,102009.6,640
806,290,81,47,62,7,12,360530.9,997
807,550,26,24,77,3,3,85497.5,944
808,223,37,7,73,9,5,130178.48,406
809,162,61,35,52,11,24,187234.74,886
810,428,86,17,40,11,20,173155.96,223
811,680,97,40,97,20,10,143738.4,109
812,548,78,25,28,12,15,156393.72,515
813,475,46,28,20,5,12,438952.25,775
814,3,78,21,97,14,20,2060.43,296
815,699,22,24,74,20,13,732349.29,177
816,428,62,12,81,0,19,338877.56,998
817,141,88,39,64,2,19,106738.41,230
818,749,62,1,41,19,7,210034.58,585
819,582,90,30,87,2,30,564027.84,171
820,23,86,50,83,12,17,26138.58,380
821,884,34,10,58,11,23,616156.84,524
822,245,32,30,91,6,10,73027.15,896
823,300,18,1,26,18,14,355944.0,136
824,250,97,38,56,7,25,350867.5,471
825,996,69,32,82,3,25,1332369.12,182
826,857,52,10,31,14,23,869212.25,619
827,71,10,47,4,13,27,70807.59,986
828,481,59,4,100,13,30,108225.0,533
829,904,78,7,91,19,20,306284.24,267
830,731,13,28,61,1,9,524324.37,547
831,407,15,23,51,16,20,43532.72,832
832,450,64,50,15,3,4,229819.5,666
833,268,84,48,14,5,11,378582.16,868
834,672,53,9,31,15,6,112398.72,423
835,99,52,41,88,2,14,89970.21,271
836,726,72,48,31,8,10,393114.48,921
837,705,66,21,100,14,22,236633.25,303
838,581,45,38,4,4,4,514347.68,265
839,295,13,14,47,18,11,215084.5,535
840,298,49,45,20,18,20,225821.42,731
841,486,66,43,37,4,23,370677.06,313
842,711,26,9,77,9,27,1081274.58,825
843,263,91,14,3,6,18,9365.43,394
844,151,84,0,33,11,23,139693.12,311
845,763,76,25,61,19,28,662459.49,521
846,995,54,41,19,18,27,1130917.0,175
847,321,76,23,48,15,20,81794.01,514
848,891,77,30,22,15,28,100504.8,174
849,14,95,4,43,7,9,14121.24,389
850,229,29,17,77,3,20,43104.67,212
851,365,73,29,72,20,29,67809.7,202
852,860,77,14,94,6,11,860051.6,13
853,33,61,40,12,10,16,22828.08,681
854,277,80,34,94,17,27,147333.53,69
855,993,17,28,72,16,7,272012.49,82
856,262,33,44,83,7,7,70166.22,251
857,734,68,11,5,19,8,617183.9,707
858,284,21,47,24,2,28,129583.52,566
859,135,76,19,7,6,7,85085.1,925
860,599,84,30,59,3,17,52879.72,250
861,800,16,20,81,2,6,115200.0,903
862,119,66,5,60,6,3,68672.52,490
863,603,37,38,62,9,18,828702.9,556
864,595,65,7,92,14,24,347557.35,10
865,199,85,40,78,14,0,196854.78,659
866,772,62,38,34,15,20,46567.04,258
867,336,74,30,65,9,30,295508.64,181
868,306,43,34,31,10,8,112577.4,661
869,574,74,19,80,14,3,441991.48,695
870,968,33,31,0,10,28,894538.48,775
871,521,70,31,20,5,2,412512.17,998
872,442,96,19,12,14,10,549326.44,779
873,703,78,11,24,3,24,203518.5,654
874,218,49,32,39,10,24,172928.5,238
875,483,23,43,38,19,6,217605.99,544
876,688,29,20,20,6,24,192928.96,585
877,804,31,10,78,5,10,469343.04,406
878,528,70,41,76,13,24,216532.8,980
879,275,39,16,60,9,11,290991.25,744
880,313,52,46,45,10,14,97358.65,149
881,435,82,25,97,13,0,368327.55,316
882,962,61,3,52,11,20,588820.96,781
883,143,68,49,35,0,26,217471.54,825
884,207,36,42,91,8,9,9333.63,722
885,382,13,20,54,12,10,187615.48,853
886,573,35,13,79,16,14,613625.7,572
887,280,23,4,31,5,10,53743.2,877
888,491,85,30,5,12,22,679637.29,741
889,930,100,31,31,8,19,1036196.7,983
890,384,17,6,7,20,10,28504.32,601
891,550,57,28,36,3,15,569563.5,283
892,901,19,20,99,13,26,583848.0,138
893,894,29,37,38,18,6,168617.34,156
894,90,66,15,41,18,17,1790.1,576
895,676,43,35,67,9,22,608812.36,782
896,143,18,50,89,10,30,82845.62,23
897,369,67,47,27,5,10,117836.46,874
898,233,68,23,42,6,21,129061.03,480
899,720,43,16,77,0,4,371203.2,995
900,657,62,27,50,15,25,361941.3,123
901,851,77,3,65,11,0,1179673.22,50
902,447,14,32,41,17,15,453745.23,580
903,588,52,40,8,2,18,72665.04,290
904,997,81,49,14,17,5,192869.65,95
905,525,21,36,59,19,20,298835.25,818
906,769,19,49,87,13,26,497681.42,196
907,476,67,47,19,20,10,185730.44,284
908,186,92,36,43,14,16,204854.82,75
909,709,65,1,51,18,9,613462.25,800
910,638,59,1,1,7,10,238860.82,7
911,154,43,14,74,10,17,200486.44,438
912,669,95,12,98,18,29,5566.08,469
913,914,83,9,24,4,6,93666.72,364
914,185,22,1,68,19,30,156645.05,316
915,40,26,34,44,2,10,33054.8,865
916,322,39,42,26,6,9,168467.18,892
917,434,44,14,27,11,0,125135.22,168
918,898,66,7,48,0,14,946294.44,141
919,761,36,24,6,14,14,832853.62,889
920,203,36,49,48,18,26,244980.4,409
921,95,32,32,74,16,3,27562.35,128
922,774,36,7,62,19,11,698682.06,167
923,324,63,12,26,2,25,450159.12,768
924,368,71,16,65,3,30,100180.64,520
925,16,10,24,53,12,30,16748.0,468
926,102,55,23,39,2,13,107847.66,879
927,868,93,19,29,2,20,766348.52,969
928,829,59,30,2,8,23,105108.91,660
929,918,51,2,18,7,5,408289.68,663
930,9,26,33,19,4,22,2741.67,579
931,780,14,3,76,6,27,870784.2,482
932,676,47,23,79,13,26,476343.4,758
933,429,32,11,66,4,23,360587.37,162
934,829,95,11,46,3,25,771724.39,829
935,30,73,13,39,12,20,27080.7,167
936,930,43,39,41,0,25,3785.1,383
937,339,13,30,4,4,29,119361.9,27
938,47,79,24,97,19,23,36963.15,418
939,173,30,6,1,11,28,112443.08,538
940,94,63,4,14,15,14,128090.98,229
941,876,78,28,17,19,25,39069.6,426
942,0,49,30,60,8,4,0.0,653
943,672,79,23,78,3,15,135199.68,331
944,766,83,12,16,7,16,630747.38,505
945,824,28,14,84,2,23,1169437.28,133
946,734,61,18,78,3,7,758236.68,98
947,256,33,46,84,9,10,234001.92,232
948,997,69,42,75,16,16,111843.46,728
949,904,44,48,16,10,13,153535.36,592
950,677,28,37,94,1,23,158952.83,384
951,818,59,40,6,6,5,781443.58,928
952,146,91,2,30,5,12,38992.22,15
953,11,83,30,61,11,6,2213.09,331
954,890,83,25,57,6,14,1032934.0,644
955,269,79,28,15,8,20,29802.51,637
956,526,53,21,23,8,10,667246.78,787
957,892,72,49,70,14,21,962173.64,827
958,684,53,48,66,8,2,1056376.44,99
959,374,64,41,3,17,4,191200.02,801
960,232,68,7,15,17,22,71676.4,97
961,129,54,19,57,13,17,43298.85,303
962,84,74,11,50,16,6,94211.04,963
963,860,97,14,99,0,6,167347.4,146
964,762,55,33,76,4,18,452346.06,752
965,543,77,3,68,11,17,753488.52,881
966,710,77,10,47,5,3,84206.0,236
967,169,91,40,79,7,26,256577.49,697
968,769,29,34,78,13,27,542591.02,953
969,285,16,25,37,12,28,246869.85,208
970,995,63,30,59,10,4,725454.5,535
971,960,48,0,9,8,22,1089859.2,739
972,684,49,13,93,19,19,334092.96,570
973,68,17,48,52,4,4,75764.92,983
974,842,30,48,31,12,25,271149.26,493
975,661,63,25,75,6,7,86650.49,164
976,358,19,14,35,4,28,420832.58,855
977,126,84,43,19,6,14,136474.38,412
978,688,45,48,41,0,20,133877.92,146
979,533,49,33,13,20,19,528714.68,121
980,237,94,28,38,3,17,235554.3,483
981,624,68,9,9,10,28,441030.72,761
982,972,15,24,32,3,20,109359.72,279
983,436,84,10,90,15,24,360733.32,478
984,230,76,6,11,19,30,59434.3,299
985,885,56,15,85,15,26,849405.3,614
986,986,65,26,7,20,3,1157071.0,719
987,788,45,46,93,8,28,910746.76,886
988,655,75,21,53,8,11,39509.6,258
989,13,22,45,62,7,18,12153.7,86
990,226,85,27,85,8,3,219335.26,507
991,846,100,31,71,19,26,732001.5,800
992,384,87,33,85,12,1,389794.56,580
993,110,85,50,82,3,18,69876.4,617
994,120,40,23,74,19,13,123962.4,98
995,403,15,22,82,14,27,381000.23,835
996,587,76,2,51,20,23,334683.92,472
997,442,95,1,27,18,5,341997.5,797
998,645,52,6,37,13,25,329188.65,25
999,746,68,16,45,11,11,90348.06,30
1000,988,41,17,57,1,10,1228291.48,997
1001,715,91,16,98,5,6,632446.1,470
1002,789,80,41,41,12,24,844940.1,572
1003,799,32,31,11,10,11,286465.47,357
1004,551,39,20,39,3,29,219540.44,632
1005,92,91,25,40,19,15,70634.84,740
1006,190,58,12,33,15,11,247632.7,655
1007,825,66,23,96,5,30,844032.75,346
1008,330,12,7,24,18,9,419750.1,173
1009,518,99,41,71,9,24,181797.28,931
1010,551,32,25,79,2,6,473650.62,574
1011,92,86,42,51,8,4,120490.56,96
1012,348,78,22,50,4,29,460421.4,734
1013,106,47,39,72,2,10,133317.26,395
1014,453,15,15,70,4,21,619948.62,231
1015,26,73,14,88,7,7,33285.2,281
1016,231,66,41,27,4,0,2319.24,897
1017,249,12,39,61,14,13,35111.49,304
1018,564,82,12,52,5,27,275480.16,570
1019,594,61,40,73,12,23,374214.06,532
1020,723,56,16,55,11,11,212128.2,268
1021,947,40,20,69,11,2,90703.66,922
1022,709,27,20,89,7,25,121366.62,982
1023,592,26,6,100,16,22,116807.52,552
1024,548,50,6,77,7,23,735525.6,488
1025,734,99,41,70,7,14,263161.02,357
1026,588,16,29,79,14,15,614371.8,276
1027,446,18,10,2,17,14,106959.72,606
1028,665,17,22,61,4,2,914162.2,573
1029,362,18,46,35,18,8,306704.5,699
1030,918,13,45,76,15,13,54290.52,971
1031,782,27,25,27,14,9,35260.38,722
1032,713,96,19,42,7,18,140682.03,552
1033,896,75,26,18,17,21,510012.16,818
1034,322,10,39,6,11,18,23902.06,601
1035,793,19,39,8,16,13,436863.7,123
1036,165,34,15,76,5,26,163105.8,748
1037,30,93,31,93,3,10,2154.0,186
1038,96,61,36,89,12,25,37837.44,92
1039,390,99,30,17,10,5,306715.5,418
1040,318,55,11,90,13,28,491122.38,99
1041,511,21,11,33,12,6,172559.59,259
1042,359,92,40,10,10,14,57407.69,233
1043,96,77,16,2,19,1,50118.72,770
1044,60,97,23,12,5,0,77987.4,571
1045,541,11,0,41,12,9,282293.8,987
1046,819,82,36,47,2,30,137747.61,29
1047,193,91,39,63,5,17,202208.03,177
1048,999,54,6,87,4,19,256633.11,224
1049,587,32,28,90,5,16,137821.73,384
1050,833,66,1,79,1,29,1053470.11,153
1051,909,25,19,37,3,11,237721.68,551
1052,184,85,33,21,3,15,53816.32,700
1053,617,29,39,43,14,29,734125.11,198
1054,561,59,50,57,3,21,137523.54,675
1055,67,53,15,46,4,7,67258.62,568
1056,837,72,12,51,1,11,639007.65,984
1057,938,71,42,90,18,3,729904.7,61
1058,532,21,42,83,10,29,397680.64,869
1059,576,83,44,68,16,12,365610.24,540
1060,559,92,12,36,10,4,356261.88,776
1061,781,35,18,80,13,12,761420.33,459
1062,386,20,31,3,15,3,556476.9,446
1063,574,71,39,49,9,15,350587.72,330
1064,789,46,49,87,1,16,671762.49,806
1065,42,34,5,39,18,23,35466.9,852
1066,584,79,11,82,10,23,55935.52,922
1067,547,13,3,38,12,6,758262.34,50
1068,987,78,3,87,13,23,968483.88,361
1069,536,32,32,47,1,29,465371.28,521
1070,101,68,11,28,10,2,19162.73,220
1071,208,73,13,73,20,19,218801.44,732
1072,46,58,13,88,3,29,46085.56,16
1073,4,40,42,42,5,12,2000.28,298
1074,233,57,25,5,4,4,277088.26,847
1075,252,89,42,33,13,21,241864.56,614
1076,727,90,19,26,20,23,203865.34,585
1077,279,62,44,1,13,26,15417.54,936
1078,386,45,12,99,15,8,324139.64,424
1079,10,90,44,50,1,22,12027.5,615
1080,459,26,42,88,7,2,490813.29,786
1081,117,24,10,62,2,5,25835.94,653
1082,335,31,47,32,12,9,413671.4,550
1083,293,46,36,33,3,24,361808.12,550
1084,404,35,5,71,15,6,222563.6,123
1085,530,14,30,61,3,3,593160.1,131
1086,38,59,11,10,2,7,21586.28,235
1087,630,57,28,94,4,14,760718.7,447
1088,787,15,42,64,6,24,905695.34,612
1089,742,50,2,72,0,30,735537.18,216
1090,349,42,11,44,14,6,329609.56,157
1091,659,17,25,48,4,30,342535.02,924
1092,517,18,14,23,20,6,133597.97,299
1093,673,66,1,56,2,26,313456.48,344
1094,616,77,18,71,5,4,26759.04,252
1095,987,50,3,14,2,13,189721.14,561
1096,547,12,39,92,5,23,168410.36,531
1097,329,57,2,18,3,21,416073.14,956
1098,6,58,0,72,1,26,2900.76,240
1099,787,82,7,28,20,1,674128.46,397
1100,558,19,1,83,15,29,418321.44,578
1101,660,59,18,87,19,12,962095.2,586
1102,932,40,43,62,19,8,1335714.44,461
1103,651,68,30,19,14,17,587709.78,354
1104,368,38,9,36,20,23,234103.2,901
1105,986,59,16,20,11,23,386876.82,179
1106,442,48,9,5,14,13,265164.64,22
1107,900,79,14,51,4,26,100962.0,728
1108,361,36,25,53,13,14,19858.61,642
1109,463,66,24,59,11,10,274850.69,752
1110,681,61,8,92,16,6,631382.34,334
1111,222,34,36,24,19,11,9643.68,252
1112,474,80,48,52,11,20,45399.72,922
1113,218,60,9,60,3,17,42773.78,315
1114,463,48,49,79,13,1,404527.73,668
1115,222,53,35,20,12,29,57662.28,205
1116,442,33,28,3,6,12,546197.08,530
1117,683,32,17,95,18,24,168550.74,582
1118,656,61,36,100,6,4,540714.56,160
1119,324,69,15,94,4,24,359063.28,422
1120,498,50,39,97,19,16,365885.58,954
1121,643,14,43,12,2,2,220838.35,753
1122,8,16,21,11,10,29,4799.36,22
1123,365,35,47,19,6,9,189719.7,924
1124,67,56,39,40,18,28,63504.61,861
1125,457,70,21,90,5,9,411268.01,849
1126,103,81,10,19,5,13,95287.36,311
1127,545,89,26,20,17,17,824416.05,122
1128,480,99,17,88,7,3,557088.0,644
1129,968,28,28,12,1,4,186330.32,680
1130,390,70,24,61,5,24,12347.4,902
1131,600,98,23,56,18,18,645564.0,21
1132,458,12,31,85,18,11,22817.56,187
1133,347,20,23,8,5,4,337370.75,907
1134,307,96,25,19,3,29,86991.52,640
1135,983,95,12,81,10,9,616773.52,810
1136,811,20,22,77,15,0,470525.98,729
1137,912,85,26,21,11,27,101040.48,637
1138,196,75,17,66,0,15,66187.24,259
1139,927,31,3,83,7,22,210642.21,327
1140,269,67,27,43,1,8,199358.59,314
1141,777,94,29,84,2,10,1079548.26,768
1142,32,26,39,1,18,0,13465.28,565
1143,389,35,30,48,12,1,310219.72,310
1144,688,44,44,48,10,11,16532.64,712
1145,524,64,26,90,10,4,249492.12,823
1146,354,43,35,24,15,9,4626.78,966
1147,85,67,42,10,10,27,4861.15,274
1148,917,24,1,16,3,7,660634.31,522
1149,181,57,4,19,18,25,183886.95,77
1150,797,21,4,1,0,23,675322.01,243
1151,349,89,4,19,18,20,376455.83,827
1152,892,68,40,42,3,19,991698.84,989
1153,57,100,8,25,2,5,67180.2,125
1154,735,21,0,55,7,6,556292.1,94
1155,734,20,24,41,20,16,78626.08,52
1156,487,35,45,63,19,22,579447.21,198
1157,480,46,46,86,18,27,282710.4,191
1158,62,66,11,64,0,2,35695.88,882
1159,997,35,16,18,17,18,876851.53,181
1160,193,99,7,89,2,6,239939.53,997
1161,868,51,48,29,5,12,683697.56,192
1162,856,85,18,76,13,16,144809.52,651
1163,292,37,27,32,11,23,173138.48,656
1164,543,10,41,87,8,9,353905.68,247
1165,165,18,3,8,15,11,35463.45,773
1166,750,17,39,96,13,2,472695.0,925
1167,782,67,0,95,2,10,910388.76,691
1168,789,56,44,87,19,21,513773.13,603
1169,67,82,16,93,10,14,74650.73,983
1170,760,71,23,63,9,24,436574.4,367
1171,320,79,47,24,7,18,146748.8,501
1172,43,98,22,52,14,28,48873.8,175
1173,332,61,29,59,14,4,343759.44,473
1174,755,59,26,3,4,25,146915.45,146
1175,390,90,9,51,11,0,139818.9,325
1176,810,94,11,19,18,30,765223.2,445
1177,222,22,1,50,15,4,144688.5,189
1178,345,35,1,63,12,5,399027.0,278
1179,849,80,17,29,6,15,785426.88,311
1180,741,73,27,55,5,15,346899.15,622
1181,681,17,22,13,2,30,881472.78,993
1182,722,71,38,37,4,7,125649.66,332
1183,965,73,13,53,15,0,607940.35,532
1184,315,90,10,43,20,9,129181.5,980
1185,633,64,39,15,19,4,10748.34,701
1186,288,53,46,47,4,11,6304.32,543
1187,993,70,4,2,14,11,302497.59,579
1188,252,36,20,88,7,29,116892.72,428
1189,924,50,40,60,8,17,133037.52,893
1190,591,52,44,24,4,30,479767.89,349
1191,800,90,36,29,18,19,488624.0,330
1192,832,41,31,72,15,28,704978.56,243
1193,320,75,6,49,4,19,193222.4,20
1194,83,77,31,59,19,28,50694.74,330
1195,969,44,4,57,12,24,1325998.98,913
1196,810,45,45,18,11,27,963762.3,198
1197,60,70,15,28,20,0,46425.0,797
1198,364,89,30,71,4,25,531494.6,336
1199,979,50,31,40,19,28,565910.95,280
1200,204,92,12,76,19,3,251907.36,550
